address,appAddress,id,name,orgAddress,symbol,totalSupply,transferable,network
0xfeb2e7f403f4ae9afdc238fefb31692d1a8f0d7f,0xbe0874380c3508f49c5479882e26bea3df382681,tokenAddress-0xfeb2e7f403f4ae9afdc238fefb31692d1a8f0d7f,Jaqueo,0x0a4dda838970f0c11e446f9b1e7a02dc7c322c0d,JAQ,1,False,mainnet
0xfec86c562f2c1884e4cf61bdc4d3949dc8ebe318,0x3cb476f4fdb68e441544767ede52b0b430e82c40,tokenAddress-0xfec86c562f2c1884e4cf61bdc4d3949dc8ebe318,AYANA PTOK,0x0e5ac12073ec916095a02883d1710a4cbaf5dcdc,PAYNA,1,False,mainnet
0xff2b202d1d7ce83e62dc19b6b7d23ed9378e8f29,0x189445c662f5c74ed8da964dc0e56a9657d8e16f,tokenAddress-0xff2b202d1d7ce83e62dc19b6b7d23ed9378e8f29,MY DAO DASHBOARD TOKEN,0xb788256177f8398babddb1118bc4aa0557ed8c65,MDD,10000000000000000000,True,mainnet
0xff3ad52375e4dbdf5b52d4ad08a890b286f95710,0xb3160b7a04beaafc2476fac20aa2122b907c18e1,tokenAddress-0xff3ad52375e4dbdf5b52d4ad08a890b286f95710,Bloc,0xb61beac31f7dd4d59b22dc5dc9107f5cde869032,DAP,0,True,mainnet
0xff45503f5cafc8c07b3cc4fe2253d8d711da58bb,0x5fe7f838073f8b90b71db7adb077d7f97ba6f19c,tokenAddress-0xff45503f5cafc8c07b3cc4fe2253d8d711da58bb,Claim Bank,0x4872ff7797913a3b690cf0342bc26c60bb9eddcb,BNK,1000000000000000000,True,mainnet
0xff456a5796c9110730028c840a4f05eea31f3a44,0x90cbfda0538337498143ebfce3819fb914a6e5af,tokenAddress-0xff456a5796c9110730028c840a4f05eea31f3a44,Suten,0x3c819cbd12186e06495f9a8521da17e3d2685d49,SUT,1,False,mainnet
0xff4596f770667655e4432ac1ac0af2a1bcb7bf1b,0xa96a858268c48ab96c1f360af9a8fd9320d5ba24,tokenAddress-0xff4596f770667655e4432ac1ac0af2a1bcb7bf1b,TimeWalk,0x81ab05c3afa7a30f335591d150bb1b3679cbbece,TIME,1000000000000000000000,True,mainnet
0xff55bdc3811f3fb3692873ef5b3c354ffcb3d461,0x0d9a1d0278728a60801f129615f0a4a106f697fa,tokenAddress-0xff55bdc3811f3fb3692873ef5b3c354ffcb3d461,CurioCouncilToken,0xd9048e55280d4034b6a77bacba1ad83f7681d839,CURCT,3,False,mainnet
0xff82db18d1430952882c47fc743078ffc8f0078b,0xe160f024c0df9418fe53a81306df7d2ee7123e5d,tokenAddress-0xff82db18d1430952882c47fc743078ffc8f0078b,moomamint,0x4558520428ccfa087ea3aa2087b054bbfbf8083a,MOOM,1000000000000000000,True,mainnet
0xff82f43bb1bc6d3177d182e34bfb8a19c1152d2b,0x8094a7d3220fc880351542a175d7d6c0317611c7,tokenAddress-0xff82f43bb1bc6d3177d182e34bfb8a19c1152d2b,Santa Clara Construcciones,0x7a5030b182a885ad6ae5105f0960f7a8e2503331,SCC,1000000000000000000000,True,mainnet
0xffe6b2269dfdaea0aad8043cfb7080c55ddcb907,0xebf4af40e72eccbe6a6e9b3b85eac2d0a8266540,tokenAddress-0xffe6b2269dfdaea0aad8043cfb7080c55ddcb907,DECENTRALIZED STATE OF EARTH,0xf5e23ea7cdadd1d7d5d3ba82f06bbffb8edcb8d7,DSOE,10000000000000000000,True,mainnet
0x07c8be9dfd6592e115424d372387a3aded05acc8,0x224f452c69fbfbbc2397daa33ba4f0d342f1996e,tokenAddress-0x07c8be9dfd6592e115424d372387a3aded05acc8,Aragon China Token,0xf2707ac1d35e9b1b5e42c1c6f85be7dbc962a28d,ANC,24141702114818621982267,True,xdai
0x07daf671623666a8af5493a356c57e9005f4f994,0x8038f7e4d6bf053a510d3741bafbacf04e4e4854,tokenAddress-0x07daf671623666a8af5493a356c57e9005f4f994,ChinaDAO,0xa3ec499640e9b2f486bb1ee887c7f52fcc993379,ANTC1,21024250000000000000000,True,xdai
0x166f639cfa71521ac720638fa6aa8150e89f9a9e,0x59b0d563c1db9e7e85ce19a85c8e05bf03e0f640,tokenAddress-0x166f639cfa71521ac720638fa6aa8150e89f9a9e,Aragon Network China,0xca15aa3aca220b206afd4a8c1183e33a47592cd5,ANC,10100000000000000000000,True,xdai
0x1979061b8477070c70e7f66f1781f89f5064400f,0x83a84bba28b6beb829cc1b80550b6a11da505204,tokenAddress-0x1979061b8477070c70e7f66f1781f89f5064400f,Honey,0x5955be4b99f83c6220d25fe7abd7961e5790c3a9,HNY,1000000000000000,True,xdai
0x20dfd211db1945cfc8eca844d7f35c8fe9ad9914,0x406e69b6afd48dabf94e283676585486ed1964ea,tokenAddress-0x20dfd211db1945cfc8eca844d7f35c8fe9ad9914,James,0x5498739b5d58841e47c72894509c6212861e5b42,TST,1000000000000000000000,True,xdai
0x212e2c256aa9bc4d3336a3e9723339b9f3b880d0,0xecc8db83e18f61545bb6c0039503dd1f62211b28,tokenAddress-0x212e2c256aa9bc4d3336a3e9723339b9f3b880d0,Token Engineering Commons TEST Token,0xea63a0d6c6fbfff415da5ea976b916748b759247,TESTTEC,820790796620809998740,True,xdai
0x26302fb4151bb5374f6a93252ff5974a5b63e75d,0xf8da9a8413d064b77e8e1d35c29b7fa286d1b4e3,tokenAddress-0x26302fb4151bb5374f6a93252ff5974a5b63e75d,Honey,0xd301bd69894a1e213595b918ecef2b44d15a780c,HNY,1000000000000000,True,xdai
0x28a363deff998e1dbc1f11e74972ee49320b3aef,0x02a66a8b068d3226c2fe097e651f967d5a2bd6ce,tokenAddress-0x28a363deff998e1dbc1f11e74972ee49320b3aef,Aragon Network China,0x57c383f81378672251503d1665ec06f6a93652f4,ANC,10000000000000000000000,True,xdai
0x2aa7aaa2280bb6c0209e8700916dc4e17a8462e0,0x022b73ad9637524b1ec51514e3bfba1654de44f9,tokenAddress-0x2aa7aaa2280bb6c0209e8700916dc4e17a8462e0,ROCKET,0x55aab6f480292a1896aeb843ecc46db0241d45d6,RKT,7410909591339321951,True,xdai
0x2adfade269bd54f2801aade21b3922429a467f7a,0x35b3a3964ba1e4e0f64ed111c7be887e9ea07f8f,tokenAddress-0x2adfade269bd54f2801aade21b3922429a467f7a,Aragon Network China,0x710fa02c5d8746b4099296148a0731cd8eab1b40,ANC,10000000000000000000000,True,xdai
0x2c5a65c9976cc8fd6fd5802e3aa8b7e57fc0d673,0x62b1e456537e6be158f08a54562f298f877139c6,tokenAddress-0x2c5a65c9976cc8fd6fd5802e3aa8b7e57fc0d673,Aragon Network China,0x15befa4e78012087f09fb07b51c4907c43f3b366,ANC,10007177351889516720000,True,xdai
0x30345e2b6ad1ef0202f7764871d0f41dce9293e2,0x4fd7dcf9e782c787d946e4a9634ff162346e0a60,tokenAddress-0x30345e2b6ad1ef0202f7764871d0f41dce9293e2,Aragon China Token,0xa500b375b5f865d70d4a9f4dba2cf56e136c7877,ANC,10000000000000000000000,True,xdai
0x30fbed76aa3b846174683a72e1ffe24d8dfaf011,0xc46e796c71420e44c6314e7d25fea7d8ba23cee3,tokenAddress-0x30fbed76aa3b846174683a72e1ffe24d8dfaf011,Org,0xf97cbab6c46035463720a6ac323c3b8ec5da4d66,OTG,1000000000000000000000,True,xdai
0x372ffe9b704b997646336dc038fe9f8535205dd0,0xa4af11db8b65fc0efea28aacd988f3e057eb0373,tokenAddress-0x372ffe9b704b997646336dc038fe9f8535205dd0,OrgToken,0x6e24cd37c3192860670a97e4f56c0178371b8ab9,OGT,1000000000000000000,True,xdai
0x38db9ccb3a684637665f1018b95eab7b6860a752,0x3f4f43ff772909e5033298629b1d4e564a6cad59,tokenAddress-0x38db9ccb3a684637665f1018b95eab7b6860a752,Aragon Network China,0x179a77e03df94b1d4a10005574783ce8df245b68,ANC,10000000000000000000000,True,xdai
0x39c6bcd64ed0226299fbe279a2126274e6269ab0,0x1b9fd0329b88446a98b855e3b69623dc47159fdb,tokenAddress-0x39c6bcd64ed0226299fbe279a2126274e6269ab0,Aragon Network China,0xf27731ab414b86c1a2b95781013e7e0429dd796f,ANC,10265433683169810878400,True,xdai
0x3de420fd6e3eb325582c3964697fa400ec8a0fa8,0xd60b6bbc1675155a4337703fec278b140d13f2be,tokenAddress-0x3de420fd6e3eb325582c3964697fa400ec8a0fa8,Aragon Network China,0x664679d10bc1dcc59808ee0600f8c72ad02f96cb,ANC,10000000000000000000000,True,xdai
0x40f66cc76b114465a5491853ad3c194b4e0d20b8,0x726cee88d61781812dd7f92cdb8f987d61236902,tokenAddress-0x40f66cc76b114465a5491853ad3c194b4e0d20b8,Honey,0x2d100dc76eddabbedcf34d489e45d6b13fb3278f,HNY,1000000000000000,True,xdai
0x418b43073299f176d2c5c6f64a0dbf1d8fe38c6f,0xfe9d628411c7f6e26468e9dedb70f8106a0efecd,tokenAddress-0x418b43073299f176d2c5c6f64a0dbf1d8fe38c6f,Aragon Network China,0x2bc9f4ba6511ac2b1f958eaee1a1642fb75dd314,ANC,10000000000000000000000,True,xdai
0x4cd7b5b0d5a962a3d306bf4c5de2b9efcd689c99,0xae58f3d91aafe6f52380c8da1636a2b9a6b9e6aa,tokenAddress-0x4cd7b5b0d5a962a3d306bf4c5de2b9efcd689c99,Token Engineering Commons TEST Token,0xf4fae3c4bf3c3486159f3f6e2ac415ab042b5d04,TESTTEC,820790796620809998740,True,xdai
0x57c111de9556f2f7ba2d80ea632dd54525928ea1,0x2910518eab6c388062132b0b6be8f4dd169e7b21,tokenAddress-0x57c111de9556f2f7ba2d80ea632dd54525928ea1,Aragon Network China,0x965f012e4b73ac5ec1e0657270d161d8580aad8b,ANC,4000,True,xdai
0x5d570dc328642767457447de5b8a6a6f8eeac211,0x32cbe2c969e71634ec7a906a866b1fe6e4591f36,tokenAddress-0x5d570dc328642767457447de5b8a6a6f8eeac211,Wordpres Token,0x09cf5ca3f33e276dcec30cf72cc65021cfe7477a,WPT,2000000000000000000000,True,xdai
0x6acb0e8ff08106a396e955254730fd90dc9aa522,0x88479056621e99f9bf758631519d61918cc8216c,tokenAddress-0x6acb0e8ff08106a396e955254730fd90dc9aa522,ChinaDAO,0x2ccb6a6e6e02eeb0000c4984638f74cd55f11a6b,ANTC1,21024250000000000000000,True,xdai
0x71583e4cd4850a5fabd02990831f78e68133b7ea,0x1e007378291a8fac770e4b44b4131469fecf706d,tokenAddress-0x71583e4cd4850a5fabd02990831f78e68133b7ea,FaceBook Connect,0x9a955626885d5286fd7f041a2cdba2acc4c09516,FBC,15631773944384165675097,True,xdai
0x71850b7e9ee3f13ab46d67167341e4bdc905eef9,0x2118c3343f6d6d7a2b2ff68c82581cc188166d54,tokenAddress-0x71850b7e9ee3f13ab46d67167341e4bdc905eef9,Honey,0xe9869a0bbc8fb8c61b7d81c33fa2ba84871b3b0e,HNY,25376996046249931498658,True,xdai
0x7b19ad6e984ec0128c9ab0cdcfd3bbdfa879255e,0x43f8c8ff04642bce7a5e65a1dbd43283f2dd8f0e,tokenAddress-0x7b19ad6e984ec0128c9ab0cdcfd3bbdfa879255e,Aragon Network China,0x10a052bb09556c15967e81161292c8a6d49d4e8e,ANC,10000000000000000000000,True,xdai
0x7c909c80e4ae68d20b02bdbe95ae3458c7462ae5,0xcbcf34d53b350259ff996a4a0cff91e0bc1b9abb,tokenAddress-0x7c909c80e4ae68d20b02bdbe95ae3458c7462ae5,Aragon Network China,0x83d4901bd0ecb0a3563f7fd039aea928c43be45e,ANC,10000000000000000000000,True,xdai
0x82f389f8ab82603f66a55e4ea2b2241cd75390e9,0x1e5960e688724a4dacd31ea58b79a08f7d97b569,tokenAddress-0x82f389f8ab82603f66a55e4ea2b2241cd75390e9,Aragon China Token,0x67be954eac6a522ad09a94e0bd495f7050b263ed,ANC,10000000000000000000000,True,xdai
0x833023059c67b20d63f93c733f99d3d814a2b51d,0xecd9979deca2e0aa907c12de5b14ce00f4536095,tokenAddress-0x833023059c67b20d63f93c733f99d3d814a2b51d,Aragon Network China,0x6c758c48fa8643b0e4fee545c4dd6144c7172397,ANC,10000000000000000000000,True,xdai
0x850376ece96913c28a2c00b3181087e552edc687,0x08f8c526596e0d688844b1e68ef535a36cd8340e,tokenAddress-0x850376ece96913c28a2c00b3181087e552edc687,Org,0x38061c978cae95fc567bcc40c6466b27ce035302,OTG,1000000000000000000000,True,xdai
0x86641397a467b73b0f83ed70c55bde377c90bb66,0xe9a2caaedaf243574d4744aff9bd4a08ddbcf4dc,tokenAddress-0x86641397a467b73b0f83ed70c55bde377c90bb66,DAOTOKEN,0xec5390542eae4bc171eec58503997b25154f1d1c,DAO,1000000000000000000000,True,xdai
0x8fbed5491438b81b2fcdbfd4a53e7ed8d5b4f1be,0x18cbcab5a9f89f581e4a69b27e068179633e1201,tokenAddress-0x8fbed5491438b81b2fcdbfd4a53e7ed8d5b4f1be,Token Engineering Commons TEST Token,0x070e93753657a6bfd7055bf99e762bfb065a1037,TESTTEC,820790796620809998740,True,xdai
0x97c72982fecc437657e82bd4015e1dbeec919960,0x412366afc936eec248947b6b826eaaf429771273,tokenAddress-0x97c72982fecc437657e82bd4015e1dbeec919960,Honey,0xf614fc9752f7cb3aa875e54f6fadfbfc66e963e7,HNY,1000000000000000,True,xdai
0x9b4e09d746a52682259d10112011c96a8845e0c2,0x32ab225692fec322dd4b1c1f1d627c65e7c1613f,tokenAddress-0x9b4e09d746a52682259d10112011c96a8845e0c2,Token Engineering Commons TEST Token,0x652d76a542a8f978d858b05933f627c159871e30,TESTTEC,100000000000000000000000000,True,xdai
0x9cc930e61358e431716a159b42033a60c667f35d,0x1daa4f99338b075b15bedad15564dab0c9126d8e,tokenAddress-0x9cc930e61358e431716a159b42033a60c667f35d,OrgToken,0xa18db5f28c4ef61ab4572776a1135c68bf55d0ea,OGT,1000000000000000000000,True,xdai
0xa1663965b567919d7eac7632409d28c7cd823151,0x1211c7f86c69b41de0e768edbf565be73fb4f2b2,tokenAddress-0xa1663965b567919d7eac7632409d28c7cd823151,Honey,0x504509f8f84133725e0afcaae5477a140ec43d4a,HNY,1000000000000000,True,xdai
0xaa9e9854d0614db43e09bb1b5f19d0eaa9471f40,0x61d15a699d3b8c43692245900a1703f498bb4a41,tokenAddress-0xaa9e9854d0614db43e09bb1b5f19d0eaa9471f40,Aragon Network China,0xdd60acd30fbb560d3cb39ecba494386263e494e2,ANC,4000000000000000000000,True,xdai
0xab94dde6aa00f1608367073b11af58def0b802a3,0x229eed281f47684e43bb39c545f577c564145909,tokenAddress-0xab94dde6aa00f1608367073b11af58def0b802a3,FaceBook Connect,0x9581cbd95711834b43153d42866400e77c006afa,FBC,4000,True,xdai
0xbad7f2a98f6520d734f84e19afa3d435256747c2,0x04cb8379052ae8434319e67474c542a4a25cfd23,tokenAddress-0xbad7f2a98f6520d734f84e19afa3d435256747c2,DAOTOKEN,0x185d3ca5c84d6012b278e16f9ee38330435737b6,DAO,1000000000000000000000,True,xdai
0xc3843bbed12d6c1785d509fdf8d293cd5f868932,0xff2bc6a843af22b4dd471b8ac744be8c97be220f,tokenAddress-0xc3843bbed12d6c1785d509fdf8d293cd5f868932,Honey,0xe03f1aa34886a753d4e546c870d7f082fdd2fa9b,HNY,35472925574187109960848,True,xdai
0xcafbea8a12dcc38e66f541a062600372d109bdc1,0x45cab997c0700dafbe29d7e084ead61009dc68d6,tokenAddress-0xcafbea8a12dcc38e66f541a062600372d109bdc1,Token Engineering Commons TEST Token,0x6cfaba7ffb8ced6c80e651630434600719b7ccf5,TESTTEC,100000000000000000000000000,True,xdai
0xcdd0a486891b34d9a876df7ccb8d79808a8955eb,0x38854a40f472276c3f9ddce75fd78dfbf9bcab4f,tokenAddress-0xcdd0a486891b34d9a876df7ccb8d79808a8955eb,Honey,0x6a8b8891c5f6de1fcf1ab889e7a06f6b60431641,HNY,21024250000000000000000,True,xdai
0xe4849c92f70c7dafba15083b55d7019cdbae2c5b,0x37e9dc1cb3d5c972dc00ee2f854855ad1fae1326,tokenAddress-0xe4849c92f70c7dafba15083b55d7019cdbae2c5b,DAOTOKEN,0xb557733505e0047b4b221ece09796532d1fa97dc,DAO,1138714361391204184,True,xdai
0xe5ce2f2e2a3e528c461a26ea13abfb2ea96ea48a,0xf81cf725c65d156df02654e36d35965a58c9455b,tokenAddress-0xe5ce2f2e2a3e528c461a26ea13abfb2ea96ea48a,Honey,0xa4b5742783bec70e370cdc9e7377d5b23a34c96c,HNY,1000000000000000000000,True,xdai
0xe890c7ce2639f17f2f7e454a536773a3280957bb,0x8220e4db0fcf4c6eb5ae04c748ba714ad82013ae,tokenAddress-0xe890c7ce2639f17f2f7e454a536773a3280957bb,Honey,0x05e58c8e9dfef0d0fa86f632e773bd9c687dea19,HNY,1000000000000000,True,xdai
0xf05d96de6c2fbfebd8d18e3efc4bde9fb476bb70,0xa8a5ccb861dc3fd7257cc19aced0418d3efbd483,tokenAddress-0xf05d96de6c2fbfebd8d18e3efc4bde9fb476bb70,Token Engineering Commons TEST Token,0xa818d70716adff82bc446061121ead0ad178870d,TESTTEC,100000000000000000000000000,True,xdai
0xf5fa3fb40a8ada398c65c042bc992502b0521f1a,0x19c91c1b73b7dbe1d9f67fe64c268d9df76ca3e0,tokenAddress-0xf5fa3fb40a8ada398c65c042bc992502b0521f1a,Aragon Network China,0xb5613e7f053e6f8760ade119572fd98db4421e38,ANC,10000000000000000000000,True,xdai
0xfef483197146cc1ba26c7aec63056f709b465075,0x96465846a3a30c77f79b5f388d544c44f318acb8,tokenAddress-0xfef483197146cc1ba26c7aec63056f709b465075,Token Engineering Commons TEST Token,0x06f5f1f63cbbb3df2e97174b516d8abfc64adc17,TESTTEC,100000000000000000000000000,True,xdai
0xff82db18d1430952882c47fc743078ffc8f0078b,0xe160f024c0df9418fe53a81306df7d2ee7123e5d,tokenAddress-0xff82db18d1430952882c47fc743078ffc8f0078b,moomamint,0x4558520428ccfa087ea3aa2087b054bbfbf8083a,MOOM,1000000000000000000,True,mainnet
0xff82f43bb1bc6d3177d182e34bfb8a19c1152d2b,0x8094a7d3220fc880351542a175d7d6c0317611c7,tokenAddress-0xff82f43bb1bc6d3177d182e34bfb8a19c1152d2b,Santa Clara Construcciones,0x7a5030b182a885ad6ae5105f0960f7a8e2503331,SCC,1000000000000000000000,True,mainnet
0xffe6b2269dfdaea0aad8043cfb7080c55ddcb907,0xebf4af40e72eccbe6a6e9b3b85eac2d0a8266540,tokenAddress-0xffe6b2269dfdaea0aad8043cfb7080c55ddcb907,DECENTRALIZED STATE OF EARTH,0xf5e23ea7cdadd1d7d5d3ba82f06bbffb8edcb8d7,DSOE,10000000000000000000,True,mainnet
0xfbbbb81c35baf85b0c1ba2f8ea9d52bbf0e208c6,0x5e56444d749fd963905d0318e241c65b4801b877,tokenAddress-0xfbbbb81c35baf85b0c1ba2f8ea9d52bbf0e208c6,S33D,0x49ca9e6b081df29f6304dd3adedef6b7417d50fc,S33D,33000000000000000000,False,mainnet
0xfbf672a6ed2fd3a011939ce47fe033969cda26d8,0x6a03d5c4c31e46dbb3f7c1e8919c3c7b12efec3f,tokenAddress-0xfbf672a6ed2fd3a011939ce47fe033969cda26d8,Whitehat Token,0xb1c2ac699b5d429ace12faf06825a33711253882,WHT,100000000000000000000,True,mainnet
0xfc2ce02bbedfa36aa0ef5436ae51c3d80e003483,0xf0504769f4165866f93c9316e564535d679244db,tokenAddress-0xfc2ce02bbedfa36aa0ef5436ae51c3d80e003483,Melon General Membership,0x05c17536ed12086c657b91c40777dd225f89080e,MGM,2,False,mainnet
0xfc53b2d09810008e8b106ce59436018b439ae3ad,0xf7e763d3c78d7bf75ff8323d605135693118353e,tokenAddress-0xfc53b2d09810008e8b106ce59436018b439ae3ad,ASGEIR,0x63fe79039df135eda34804b4d52c8747b5330bd5,ASG,101000000000000000000,True,mainnet
0xfc676bdb2db9820d72cf004d54b81fb697d6cdf8,0x4d5e54cabfae04144115b12f0506337d1054366b,tokenAddress-0xfc676bdb2db9820d72cf004d54b81fb697d6cdf8,porn,0x3fdc63978f087b6a8546f84252730c95055ae37c,PORN,696969696969000000000000000000,True,mainnet
